,location,sourceelementkey,latitude,longitude
1335,"{'type': 'Point', 'coordinates': [-122.31771051, 47.65792032]}",80570,47.65792032,-122.31771051
1336,"{'type': 'Point', 'coordinates': [-122.31728206, 47.6745558]}",80594,47.6745558,-122.31728206
1337,"{'type': 'Point', 'coordinates': [-122.31744955, 47.6762023]}",80597,47.6762023,-122.31744955
1338,"{'type': 'Point', 'coordinates': [-122.31727526, 47.67622118]}",80598,47.67622118,-122.31727526
1339,"{'type': 'Point', 'coordinates': [-122.35477396, 47.62551026]}",80641,47.62551026,-122.35477396
1340,"{'type': 'Point', 'coordinates': [-122.3495519, 47.62549076]}",80645,47.62549076,-122.3495519
1341,"{'type': 'Point', 'coordinates': [-122.38270588, 47.66821371]}",80657,47.66821371,-122.38270588
1342,"{'type': 'Point', 'coordinates': [-122.38264096, 47.66839189]}",80658,47.66839189,-122.38264096
1343,"{'type': 'Point', 'coordinates': [-122.33831778, 47.60572997]}",80730,47.60572997,-122.33831778
1344,"{'type': 'Point', 'coordinates': [-122.32704785, 47.61059363]}",80741,47.61059363,-122.32704785
1345,"{'type': 'Point', 'coordinates': [-122.3269907, 47.61045314]}",80742,47.61045314,-122.3269907
1346,"{'type': 'Point', 'coordinates': [-122.32480955, 47.61151365]}",80745,47.61151365,-122.32480955
1347,"{'type': 'Point', 'coordinates': [-122.32471144, 47.6114064]}",80746,47.6114064,-122.32471144
1348,"{'type': 'Point', 'coordinates': [-122.33844059, 47.60482919]}",80829,47.60482919,-122.33844059
1349,"{'type': 'Point', 'coordinates': [-122.33633949, 47.60570361]}",80833,47.60570361,-122.33633949
1350,"{'type': 'Point', 'coordinates': [-122.33625415, 47.60561037]}",80834,47.60561037,-122.33625415
1351,"{'type': 'Point', 'coordinates': [-122.33081391, 47.60804144]}",80837,47.60804144,-122.33081391
1352,"{'type': 'Point', 'coordinates': [-122.32303774, 47.61126475]}",80841,47.61126475,-122.32303774
1353,"{'type': 'Point', 'coordinates': [-122.32295033, 47.61116914]}",80842,47.61116914,-122.32295033
1354,"{'type': 'Point', 'coordinates': [-122.34189906, 47.60978392]}",80878,47.60978392,-122.34189906
1355,"{'type': 'Point', 'coordinates': [-122.33838365, 47.61267196]}",80881,47.61267196,-122.33838365
1356,"{'type': 'Point', 'coordinates': [-122.33820631, 47.61259253]}",80882,47.61259253,-122.33820631
1357,"{'type': 'Point', 'coordinates': [-122.33493627, 47.61534249]}",80889,47.61534249,-122.33493627
1358,"{'type': 'Point', 'coordinates': [-122.33481256, 47.61522576]}",80890,47.61522576,-122.33481256
1359,"{'type': 'Point', 'coordinates': [-122.33409844, 47.61599014]}",80893,47.61599014,-122.33409844
1360,"{'type': 'Point', 'coordinates': [-122.33392949, 47.61590837]}",80894,47.61590837,-122.33392949
1361,"{'type': 'Point', 'coordinates': [-122.32397401, 47.61130695]}",80945,47.61130695,-122.32397401
1362,"{'type': 'Point', 'coordinates': [-122.32382655, 47.61137505]}",80946,47.61137505,-122.32382655
1363,"{'type': 'Point', 'coordinates': [-122.32561509, 47.61467907]}",80949,47.61467907,-122.32561509
1364,"{'type': 'Point', 'coordinates': [-122.32542038, 47.61467202]}",80950,47.61467202,-122.32542038
1365,"{'type': 'Point', 'coordinates': [-122.32564569, 47.61580147]}",80953,47.61580147,-122.32564569
1366,"{'type': 'Point', 'coordinates': [-122.32543075, 47.61579861]}",80954,47.61579861,-122.32543075
1367,"{'type': 'Point', 'coordinates': [-122.34651487, 47.61842442]}",81065,47.61842442,-122.34651487
1368,"{'type': 'Point', 'coordinates': [-122.32270131, 47.60449698]}",81105,47.60449698,-122.32270131
1369,"{'type': 'Point', 'coordinates': [-122.33683011, 47.61814223]}",81113,47.61814223,-122.33683011
1370,"{'type': 'Point', 'coordinates': [-122.33663822, 47.61816803]}",81114,47.61816803,-122.33663822
1371,"{'type': 'Point', 'coordinates': [-122.33723822, 47.62389155]}",81117,47.62389155,-122.33723822
1372,"{'type': 'Point', 'coordinates': [-122.33701541, 47.62386337]}",81118,47.62386337,-122.33701541
1373,"{'type': 'Point', 'coordinates': [-122.34303608, 47.62082369]}",81126,47.62082369,-122.34303608
1374,"{'type': 'Point', 'coordinates': [-122.34170543, 47.62080932]}",81130,47.62080932,-122.34170543
1375,"{'type': 'Point', 'coordinates': [-122.33104579, 47.62088727]}",81133,47.62088727,-122.33104579
1376,"{'type': 'Point', 'coordinates': [-122.33105113, 47.62075019]}",81134,47.62075019,-122.33105113
1377,"{'type': 'Point', 'coordinates': [-122.33993334, 47.60753777]}",81185,47.60753777,-122.33993334
1378,"{'type': 'Point', 'coordinates': [-122.33407591, 47.60986131]}",81190,47.60986131,-122.33407591
1379,"{'type': 'Point', 'coordinates': [-122.33297464, 47.61031904]}",81194,47.61031904,-122.33297464
1380,"{'type': 'Point', 'coordinates': [-122.327372, 47.61268211]}",81198,47.61268211,-122.327372
1381,"{'type': 'Point', 'coordinates': [-122.32548222, 47.61222854]}",81205,47.61222854,-122.32548222
1382,"{'type': 'Point', 'coordinates': [-122.32538017, 47.61213261]}",81206,47.61213261,-122.32538017
1383,"{'type': 'Point', 'coordinates': [-122.31324709, 47.66050606]}",81209,47.66050606,-122.31324709
1384,"{'type': 'Point', 'coordinates': [-122.3130565, 47.66049967]}",81210,47.66049967,-122.3130565
1385,"{'type': 'Point', 'coordinates': [-122.33666877, 47.62564256]}",81242,47.62564256,-122.33666877
1386,"{'type': 'Point', 'coordinates': [-122.33348049, 47.62587776]}",81246,47.62587776,-122.33348049
1387,"{'type': 'Point', 'coordinates': [-122.33052796, 47.62602846]}",81249,47.62602846,-122.33052796
1388,"{'type': 'Point', 'coordinates': [-122.33055829, 47.62593497]}",81250,47.62593497,-122.33055829
1389,"{'type': 'Point', 'coordinates': [-122.34762533, 47.61694485]}",81289,47.61694485,-122.34762533
1390,"{'type': 'Point', 'coordinates': [-122.34744013, 47.616859]}",81290,47.616859,-122.34744013
1391,"{'type': 'Point', 'coordinates': [-122.34676164, 47.61763406]}",81293,47.61763406,-122.34676164
1392,"{'type': 'Point', 'coordinates': [-122.34659369, 47.61753486]}",81294,47.61753486,-122.34659369
1393,"{'type': 'Point', 'coordinates': [-122.34051486, 47.61280657]}",81297,47.61280657,-122.34051486
1394,"{'type': 'Point', 'coordinates': [-122.3346373, 47.61735962]}",81305,47.61735962,-122.3346373
1395,"{'type': 'Point', 'coordinates': [-122.34481093, 47.61765602]}",81342,47.61765602,-122.34481093
1396,"{'type': 'Point', 'coordinates': [-122.35419725, 47.62389409]}",81421,47.62389409,-122.35419725
1397,"{'type': 'Point', 'coordinates': [-122.35402296, 47.62388386]}",81422,47.62388386,-122.35402296
1398,"{'type': 'Point', 'coordinates': [-122.35423094, 47.61831049]}",81453,47.61831049,-122.35423094
1399,"{'type': 'Point', 'coordinates': [-122.3540691, 47.6182689]}",81454,47.6182689,-122.3540691
1400,"{'type': 'Point', 'coordinates': [-122.34164153, 47.60878626]}",81477,47.60878626,-122.34164153
1401,"{'type': 'Point', 'coordinates': [-122.34146583, 47.60885995]}",81478,47.60885995,-122.34146583
1402,"{'type': 'Point', 'coordinates': [-122.34679293, 47.61226938]}",81481,47.61226938,-122.34679293
1403,"{'type': 'Point', 'coordinates': [-122.34666975, 47.61238956]}",81482,47.61238956,-122.34666975
1404,"{'type': 'Point', 'coordinates': [-122.33858071, 47.62263115]}",81493,47.62263115,-122.33858071
1405,"{'type': 'Point', 'coordinates': [-122.33833338, 47.6226275]}",81494,47.6226275,-122.33833338
1406,"{'type': 'Point', 'coordinates': [-122.3391098, 47.62621889]}",81497,47.62621889,-122.3391098
1407,"{'type': 'Point', 'coordinates': [-122.3408672, 47.63034367]}",81509,47.63034367,-122.3408672
1408,"{'type': 'Point', 'coordinates': [-122.34065374, 47.63029778]}",81510,47.63029778,-122.34065374
1409,"{'type': 'Point', 'coordinates': [-122.33040332, 47.61784105]}",81685,47.61784105,-122.33040332
1410,"{'type': 'Point', 'coordinates': [-122.33028852, 47.61792977]}",81686,47.61792977,-122.33028852
1411,"{'type': 'Point', 'coordinates': [-122.33033703, 47.62139895]}",81694,47.62139895,-122.33033703
1412,"{'type': 'Point', 'coordinates': [-122.33110981, 47.601775]}",81705,47.601775,-122.33110981
1413,"{'type': 'Point', 'coordinates': [-122.33108795, 47.60165986]}",81706,47.60165986,-122.33108795
1414,"{'type': 'Point', 'coordinates': [-122.32036323, 47.62194122]}",82014,47.62194122,-122.32036323
1415,"{'type': 'Point', 'coordinates': [-122.31489685, 47.61353252]}",82222,47.61353252,-122.31489685
1416,"{'type': 'Point', 'coordinates': [-122.32039978, 47.62420511]}",82362,47.62420511,-122.32039978
1417,"{'type': 'Point', 'coordinates': [-122.32737297, 47.61416]}",82489,47.61416,-122.32737297
1418,"{'type': 'Point', 'coordinates': [-122.32729389, 47.61402244]}",82490,47.61402244,-122.32729389
1419,"{'type': 'Point', 'coordinates': [-122.32051138, 47.62518096]}",82654,47.62518096,-122.32051138
1420,"{'type': 'Point', 'coordinates': [-122.31883737, 47.61224029]}",82673,47.61224029,-122.31883737
1421,"{'type': 'Point', 'coordinates': [-122.31900542, 47.61212158]}",82674,47.61212158,-122.31900542
1422,"{'type': 'Point', 'coordinates': [-122.34859641, 47.65027486]}",83222,47.65027486,-122.34859641
1423,"{'type': 'Point', 'coordinates': [-122.35054548, 47.65135825]}",83242,47.65135825,-122.35054548
1424,"{'type': 'Point', 'coordinates': [-122.31390998, 47.65541883]}",84641,47.65541883,-122.31390998
1425,"{'type': 'Point', 'coordinates': [-122.31380852, 47.65689586]}",84653,47.65689586,-122.31380852
1426,"{'type': 'Point', 'coordinates': [-122.31386787, 47.65679238]}",84654,47.65679238,-122.31386787
1427,"{'type': 'Point', 'coordinates': [-122.31373718, 47.65838149]}",84689,47.65838149,-122.31373718
1428,"{'type': 'Point', 'coordinates': [-122.31374639, 47.65826096]}",84690,47.65826096,-122.31374639
1429,"{'type': 'Point', 'coordinates': [-122.31367103, 47.6631533]}",84789,47.6631533,-122.31367103
1430,"{'type': 'Point', 'coordinates': [-122.31367278, 47.66303817]}",84790,47.66303817,-122.31367278
1431,"{'type': 'Point', 'coordinates': [-122.31648828, 47.67409384]}",85134,47.67409384,-122.31648828
1432,"{'type': 'Point', 'coordinates': [-122.31805065, 47.67505126]}",85149,47.67505126,-122.31805065
1433,"{'type': 'Point', 'coordinates': [-122.31805211, 47.67491419]}",85150,47.67491419,-122.31805211
1434,"{'type': 'Point', 'coordinates': [-122.32527084, 47.68045657]}",85381,47.68045657,-122.32527084
1435,"{'type': 'Point', 'coordinates': [-122.32522845, 47.6803507]}",85382,47.6803507,-122.32522845
1436,"{'type': 'Point', 'coordinates': [-122.32377375, 47.6807603]}",85385,47.6807603,-122.32377375
1437,"{'type': 'Point', 'coordinates': [-122.32373964, 47.68062694]}",85386,47.68062694,-122.32373964
1438,"{'type': 'Point', 'coordinates': [-122.32509186, 47.67939115]}",86057,47.67939115,-122.32509186
1439,"{'type': 'Point', 'coordinates': [-122.38614452, 47.66951625]}",86449,47.66951625,-122.38614452
1440,"{'type': 'Point', 'coordinates': [-122.38619958, 47.66938747]}",86450,47.66938747,-122.38619958
1441,"{'type': 'Point', 'coordinates': [-122.38264895, 47.66875856]}",87253,47.66875856,-122.38264895
1442,"{'type': 'Point', 'coordinates': [-122.38262305, 47.66859405]}",87254,47.66859405,-122.38262305
1443,"{'type': 'Point', 'coordinates': [-122.38387385, 47.66875978]}",87257,47.66875978,-122.38387385
1444,"{'type': 'Point', 'coordinates': [-122.38387421, 47.66859529]}",87258,47.66859529,-122.38387421
1445,"{'type': 'Point', 'coordinates': [-122.38286642, 47.6666511]}",87281,47.6666511,-122.38286642
1446,"{'type': 'Point', 'coordinates': [-122.38276599, 47.66656144]}",87282,47.66656144,-122.38276599
1447,"{'type': 'Point', 'coordinates': [-122.38369567, 47.66618443]}",87285,47.66618443,-122.38369567
1448,"{'type': 'Point', 'coordinates': [-122.38361562, 47.66609158]}",87286,47.66609158,-122.38361562
1449,"{'type': 'Point', 'coordinates': [-122.32573848, 47.59910134]}",88546,47.59910134,-122.32573848
1450,"{'type': 'Point', 'coordinates': [-122.33097862, 47.59835951]}",88629,47.59835951,-122.33097862
1451,"{'type': 'Point', 'coordinates': [-122.33103074, 47.59821987]}",88630,47.59821987,-122.33103074
1452,"{'type': 'Point', 'coordinates': [-122.32569693, 47.59841041]}",88633,47.59841041,-122.32569693
1453,"{'type': 'Point', 'coordinates': [-122.32570336, 47.59829528]}",88634,47.59829528,-122.32570336
1454,"{'type': 'Point', 'coordinates': [-122.32566607, 47.60010775]}",88773,47.60010775,-122.32566607
1455,"{'type': 'Point', 'coordinates': [-122.32567868, 47.59996247]}",88774,47.59996247,-122.32567868
1456,"{'type': 'Point', 'coordinates': [-122.33218964, 47.60094341]}",89525,47.60094341,-122.33218964
1457,"{'type': 'Point', 'coordinates': [-122.33232649, 47.60081755]}",89526,47.60081755,-122.33232649
1458,"{'type': 'Point', 'coordinates': [-122.35737567, 47.62216568]}",91545,47.62216568,-122.35737567
1459,"{'type': 'Point', 'coordinates': [-122.35736855, 47.62205051]}",91546,47.62205051,-122.35736855
1460,"{'type': 'Point', 'coordinates': [-122.35863819, 47.62578127]}",91829,47.62578127,-122.35863819
1461,"{'type': 'Point', 'coordinates': [-122.34234072, 47.60834819]}",94421,47.60834819,-122.34234072
1462,"{'type': 'Point', 'coordinates': [-122.33364771, 47.6267583]}",94602,47.6267583,-122.33364771
1463,"{'type': 'Point', 'coordinates': [-122.33167587, 47.62831225]}",94611,47.62831225,-122.33167587
1464,"{'type': 'Point', 'coordinates': [-122.33049132, 47.62923993]}",94612,47.62923993,-122.33049132
1465,"{'type': 'Point', 'coordinates': [-122.33045145, 47.6042352]}",94651,47.6042352,-122.33045145
1466,"{'type': 'Point', 'coordinates': [-122.33269229, 47.62749792]}",94677,47.62749792,-122.33269229
1467,"{'type': 'Point', 'coordinates': [-122.3971591, 47.66756159]}",94731,47.66756159,-122.3971591
1468,"{'type': 'Point', 'coordinates': [-122.39716918, 47.66738001]}",94732,47.66738001,-122.39716918
1469,"{'type': 'Point', 'coordinates': [-122.39902362, 47.66736671]}",94736,47.66736671,-122.39902362
1470,"{'type': 'Point', 'coordinates': [-122.31740828, 47.65343638]}",117879,47.65343638,-122.31740828
1471,"{'type': 'Point', 'coordinates': [-122.31765239, 47.653431]}",117932,47.653431,-122.31765239
1472,"{'type': 'Point', 'coordinates': [-122.32281958, 47.59757726]}",119444,47.59757726,-122.32281958
1473,"{'type': 'Point', 'coordinates': [-122.32938631, 47.62823632]}",120102,47.62823632,-122.32938631
1474,"{'type': 'Point', 'coordinates': [-122.32878566, 47.629648]}",120105,47.629648,-122.32878566
1475,"{'type': 'Point', 'coordinates': [-122.32853909, 47.62961418]}",120107,47.62961418,-122.32853909
1476,"{'type': 'Point', 'coordinates': [-122.34080703, 47.62911916]}",120164,47.62911916,-122.34080703
1477,"{'type': 'Point', 'coordinates': [-122.34059261, 47.62915106]}",120166,47.62915106,-122.34059261
1478,"{'type': 'Point', 'coordinates': [-122.34086229, 47.63168412]}",120173,47.63168412,-122.34086229
1479,"{'type': 'Point', 'coordinates': [-122.34064728, 47.63170456]}",120175,47.63170456,-122.34064728
1480,"{'type': 'Point', 'coordinates': [-122.34036279, 47.63376436]}",120178,47.63376436,-122.34036279
1481,"{'type': 'Point', 'coordinates': [-122.34014278, 47.63374548]}",120180,47.63374548,-122.34014278
1482,"{'type': 'Point', 'coordinates': [-122.3403328, 47.6358349]}",120198,47.6358349,-122.3403328
1483,"{'type': 'Point', 'coordinates': [-122.34011376, 47.63583426]}",120200,47.63583426,-122.34011376
1484,"{'type': 'Point', 'coordinates': [-122.34029283, 47.63435055]}",120220,47.63435055,-122.34029283
1485,"{'type': 'Point', 'coordinates': [-122.34008235, 47.63428323]}",120222,47.63428323,-122.34008235
1486,"{'type': 'Point', 'coordinates': [-122.34047104, 47.63756956]}",120238,47.63756956,-122.34047104
1487,"{'type': 'Point', 'coordinates': [-122.34023315, 47.63760431]}",120240,47.63760431,-122.34023315
1488,"{'type': 'Point', 'coordinates': [-122.32415754, 47.59829003]}",120403,47.59829003,-122.32415754
1489,"{'type': 'Point', 'coordinates': [-122.34038186, 47.63295157]}",120527,47.63295157,-122.34038186
1490,"{'type': 'Point', 'coordinates': [-122.33342324, 47.62422099]}",121340,47.62422099,-122.33342324
1491,"{'type': 'Point', 'coordinates': [-122.34760031, 47.61192276]}",121921,47.61192276,-122.34760031
1492,"{'type': 'Point', 'coordinates': [-122.32415721, 47.59841065]}",123744,47.59841065,-122.32415721
1493,"{'type': 'Point', 'coordinates': [-122.33161264, 47.6131628]}",123943,47.6131628,-122.33161264
1494,"{'type': 'Point', 'coordinates': [-122.31651306, 47.66055091]}",130708,47.66055091,-122.31651306
1495,"{'type': 'Point', 'coordinates': [-122.34044917, 47.62467469]}",130793,47.62467469,-122.34044917
1496,"{'type': 'Point', 'coordinates': [-122.33777132, 47.6247452]}",130799,47.6247452,-122.33777132
1497,"{'type': 'Point', 'coordinates': [-122.33650821, 47.62473843]}",130802,47.62473843,-122.33650821
1498,"{'type': 'Point', 'coordinates': [-122.3201168, 47.6169807]}",134101,47.6169807,-122.3201168
1499,"{'type': 'Point', 'coordinates': [-122.34243224, 47.62757257]}",134961,47.62757257,-122.34243224
1500,"{'type': 'Point', 'coordinates': [-122.34221309, 47.62759084]}",134962,47.62759084,-122.34221309
1501,"{'type': 'Point', 'coordinates': [-122.34219801, 47.62928579]}",134965,47.62928579,-122.34219801
1502,"{'type': 'Point', 'coordinates': [-122.3138787, 47.61396324]}",135261,47.61396324,-122.3138787
1503,"{'type': 'Point', 'coordinates': [-122.33632481, 47.60967604]}",136041,47.60967604,-122.33632481
1504,"{'type': 'Point', 'coordinates': [-122.31388092, 47.6536477]}",136322,47.6536477,-122.31388092
