,location,sourceelementkey,latitude,longitude
536,"{'type': 'Point', 'coordinates': [-122.34979279, 47.65090542]}",33274,47.65090542,-122.34979279
537,"{'type': 'Point', 'coordinates': [-122.35055557, 47.65102833]}",33338,47.65102833,-122.35055557
538,"{'type': 'Point', 'coordinates': [-122.3323618, 47.62203391]}",33517,47.62203391,-122.3323618
539,"{'type': 'Point', 'coordinates': [-122.33237107, 47.6219051]}",33518,47.6219051,-122.33237107
540,"{'type': 'Point', 'coordinates': [-122.33279095, 47.61522135]}",33673,47.61522135,-122.33279095
541,"{'type': 'Point', 'coordinates': [-122.33265178, 47.61512486]}",33674,47.61512486,-122.33265178
542,"{'type': 'Point', 'coordinates': [-122.329559, 47.61771697]}",33677,47.61771697,-122.329559
543,"{'type': 'Point', 'coordinates': [-122.33199665, 47.60259141]}",33733,47.60259141,-122.33199665
544,"{'type': 'Point', 'coordinates': [-122.33190037, 47.60249629]}",33734,47.60249629,-122.33190037
545,"{'type': 'Point', 'coordinates': [-122.34695788, 47.61980828]}",33741,47.61980828,-122.34695788
546,"{'type': 'Point', 'coordinates': [-122.34696304, 47.61966574]}",33742,47.61966574,-122.34696304
547,"{'type': 'Point', 'coordinates': [-122.33104118, 47.61973548]}",33745,47.61973548,-122.33104118
548,"{'type': 'Point', 'coordinates': [-122.33109105, 47.61959829]}",33746,47.61959829,-122.33109105
549,"{'type': 'Point', 'coordinates': [-122.34083495, 47.6141247]}",33990,47.6141247,-122.34083495
550,"{'type': 'Point', 'coordinates': [-122.33584596, 47.61819376]}",33993,47.61819376,-122.33584596
551,"{'type': 'Point', 'coordinates': [-122.3356497, 47.61810045]}",33994,47.61810045,-122.3356497
552,"{'type': 'Point', 'coordinates': [-122.33341762, 47.60580762]}",34214,47.60580762,-122.33341762
553,"{'type': 'Point', 'coordinates': [-122.33119149, 47.60673566]}",34218,47.60673566,-122.33119149
554,"{'type': 'Point', 'coordinates': [-122.32897221, 47.60766068]}",34222,47.60766068,-122.32897221
555,"{'type': 'Point', 'coordinates': [-122.33714332, 47.60339811]}",34293,47.60339811,-122.33714332
556,"{'type': 'Point', 'coordinates': [-122.33705366, 47.60330023]}",34294,47.60330023,-122.33705366
557,"{'type': 'Point', 'coordinates': [-122.33597232, 47.60388843]}",34301,47.60388843,-122.33597232
558,"{'type': 'Point', 'coordinates': [-122.32507698, 47.60843237]}",34305,47.60843237,-122.32507698
559,"{'type': 'Point', 'coordinates': [-122.32500871, 47.60835777]}",34306,47.60835777,-122.32500871
560,"{'type': 'Point', 'coordinates': [-122.32232547, 47.60961874]}",34309,47.60961874,-122.32232547
561,"{'type': 'Point', 'coordinates': [-122.32223248, 47.60952224]}",34310,47.60952224,-122.32223248
562,"{'type': 'Point', 'coordinates': [-122.34041685, 47.62445789]}",34386,47.62445789,-122.34041685
563,"{'type': 'Point', 'coordinates': [-122.32248356, 47.6080066]}",34477,47.6080066,-122.32248356
564,"{'type': 'Point', 'coordinates': [-122.32507405, 47.61084359]}",34481,47.61084359,-122.32507405
565,"{'type': 'Point', 'coordinates': [-122.32492277, 47.61091012]}",34482,47.61091012,-122.32492277
566,"{'type': 'Point', 'coordinates': [-122.33256888, 47.6179534]}",34489,47.6179534,-122.33256888
567,"{'type': 'Point', 'coordinates': [-122.33308446, 47.62023889]}",34501,47.62023889,-122.33308446
568,"{'type': 'Point', 'coordinates': [-122.33287778, 47.62025858]}",34502,47.62025858,-122.33287778
569,"{'type': 'Point', 'coordinates': [-122.33309119, 47.62139739]}",34505,47.62139739,-122.33309119
570,"{'type': 'Point', 'coordinates': [-122.33288439, 47.62139794]}",34506,47.62139794,-122.33288439
571,"{'type': 'Point', 'coordinates': [-122.33309802, 47.62256499]}",34509,47.62256499,-122.33309802
572,"{'type': 'Point', 'coordinates': [-122.33288283, 47.62251773]}",34510,47.62251773,-122.33288283
573,"{'type': 'Point', 'coordinates': [-122.33247238, 47.6264104]}",34518,47.6264104,-122.33247238
574,"{'type': 'Point', 'coordinates': [-122.32009917, 47.61586859]}",34569,47.61586859,-122.32009917
575,"{'type': 'Point', 'coordinates': [-122.33693274, 47.61294182]}",34661,47.61294182,-122.33693274
576,"{'type': 'Point', 'coordinates': [-122.33621419, 47.61050049]}",34837,47.61050049,-122.33621419
577,"{'type': 'Point', 'coordinates': [-122.33607667, 47.61039683]}",34838,47.61039683,-122.33607667
578,"{'type': 'Point', 'coordinates': [-122.33180157, 47.62024096]}",34877,47.62024096,-122.33180157
579,"{'type': 'Point', 'coordinates': [-122.33157855, 47.62024023]}",34878,47.62024023,-122.33157855
580,"{'type': 'Point', 'coordinates': [-122.33182921, 47.62139227]}",34881,47.62139227,-122.33182921
581,"{'type': 'Point', 'coordinates': [-122.33181611, 47.62251895]}",34885,47.62251895,-122.33181611
582,"{'type': 'Point', 'coordinates': [-122.3316418, 47.62451506]}",34890,47.62451506,-122.3316418
583,"{'type': 'Point', 'coordinates': [-122.35680791, 47.62391792]}",34937,47.62391792,-122.35680791
584,"{'type': 'Point', 'coordinates': [-122.35662951, 47.62391452]}",34938,47.62391452,-122.35662951
585,"{'type': 'Point', 'coordinates': [-122.28538146, 47.55827383]}",35021,47.55827383,-122.28538146
586,"{'type': 'Point', 'coordinates': [-122.28512286, 47.55826939]}",35022,47.55826939,-122.28512286
587,"{'type': 'Point', 'coordinates': [-122.33651591, 47.62326784]}",35197,47.62326784,-122.33651591
588,"{'type': 'Point', 'coordinates': [-122.33653521, 47.62313632]}",35198,47.62313632,-122.33653521
589,"{'type': 'Point', 'coordinates': [-122.33109516, 47.62318987]}",35201,47.62318987,-122.33109516
590,"{'type': 'Point', 'coordinates': [-122.33110643, 47.62305276]}",35202,47.62305276,-122.33110643
591,"{'type': 'Point', 'coordinates': [-122.31780478, 47.66054298]}",35237,47.66054298,-122.31780478
592,"{'type': 'Point', 'coordinates': [-122.31736467, 47.66223912]}",35242,47.66223912,-122.31736467
593,"{'type': 'Point', 'coordinates': [-122.35214623, 47.62550049]}",35333,47.62550049,-122.35214623
594,"{'type': 'Point', 'coordinates': [-122.33590565, 47.60688102]}",35417,47.60688102,-122.33590565
595,"{'type': 'Point', 'coordinates': [-122.33481891, 47.60734541]}",35421,47.60734541,-122.33481891
596,"{'type': 'Point', 'coordinates': [-122.33471437, 47.60723119]}",35422,47.60723119,-122.33471437
597,"{'type': 'Point', 'coordinates': [-122.32922971, 47.60968103]}",35429,47.60968103,-122.32922971
598,"{'type': 'Point', 'coordinates': [-122.32918411, 47.60954538]}",35430,47.60954538,-122.32918411
599,"{'type': 'Point', 'coordinates': [-122.32815042, 47.61013569]}",35433,47.61013569,-122.32815042
600,"{'type': 'Point', 'coordinates': [-122.32804329, 47.610029]}",35434,47.610029,-122.32804329
601,"{'type': 'Point', 'coordinates': [-122.32258678, 47.61245254]}",35437,47.61245254,-122.32258678
602,"{'type': 'Point', 'coordinates': [-122.32245377, 47.61236006]}",35438,47.61236006,-122.32245377
603,"{'type': 'Point', 'coordinates': [-122.32523539, 47.61034248]}",35501,47.61034248,-122.32523539
604,"{'type': 'Point', 'coordinates': [-122.3251578, 47.61025244]}",35502,47.61025244,-122.3251578
605,"{'type': 'Point', 'coordinates': [-122.32193846, 47.61172442]}",35505,47.61172442,-122.32193846
606,"{'type': 'Point', 'coordinates': [-122.3218643, 47.61163295]}",35506,47.61163295,-122.3218643
607,"{'type': 'Point', 'coordinates': [-122.33666037, 47.61400074]}",35525,47.61400074,-122.33666037
608,"{'type': 'Point', 'coordinates': [-122.33652911, 47.61390233]}",35526,47.61390233,-122.33652911
609,"{'type': 'Point', 'coordinates': [-122.33135135, 47.61789756]}",35530,47.61789756,-122.33135135
610,"{'type': 'Point', 'coordinates': [-122.38092352, 47.667907]}",35681,47.667907,-122.38092352
611,"{'type': 'Point', 'coordinates': [-122.38076096, 47.66793637]}",35682,47.66793637,-122.38076096
612,"{'type': 'Point', 'coordinates': [-122.34644101, 47.61914667]}",35693,47.61914667,-122.34644101
613,"{'type': 'Point', 'coordinates': [-122.34616925, 47.61915653]}",35694,47.61915653,-122.34616925
614,"{'type': 'Point', 'coordinates': [-122.32181773, 47.6048662]}",35705,47.6048662,-122.32181773
615,"{'type': 'Point', 'coordinates': [-122.32173593, 47.60477148]}",35706,47.60477148,-122.32173593
616,"{'type': 'Point', 'coordinates': [-122.32207604, 47.60422151]}",35717,47.60422151,-122.32207604
617,"{'type': 'Point', 'coordinates': [-122.32195506, 47.60425599]}",35718,47.60425599,-122.32195506
618,"{'type': 'Point', 'coordinates': [-122.33286034, 47.61593642]}",35730,47.61593642,-122.33286034
619,"{'type': 'Point', 'coordinates': [-122.33727883, 47.61911578]}",35733,47.61911578,-122.33727883
620,"{'type': 'Point', 'coordinates': [-122.33776217, 47.62093987]}",35745,47.62093987,-122.33776217
621,"{'type': 'Point', 'coordinates': [-122.33236774, 47.62088111]}",35749,47.62088111,-122.33236774
622,"{'type': 'Point', 'coordinates': [-122.33231236, 47.62075516]}",35750,47.62075516,-122.33231236
623,"{'type': 'Point', 'coordinates': [-122.33737977, 47.60848168]}",35794,47.60848168,-122.33737977
624,"{'type': 'Point', 'coordinates': [-122.32882203, 47.61081539]}",35821,47.61081539,-122.32882203
625,"{'type': 'Point', 'coordinates': [-122.32873326, 47.61073647]}",35822,47.61073647,-122.32873326
626,"{'type': 'Point', 'coordinates': [-122.32769663, 47.6112925]}",35825,47.6112925,-122.32769663
627,"{'type': 'Point', 'coordinates': [-122.3276113, 47.61119925]}",35826,47.61119925,-122.3276113
628,"{'type': 'Point', 'coordinates': [-122.3265659, 47.61178165]}",35829,47.61178165,-122.3265659
629,"{'type': 'Point', 'coordinates': [-122.3264665, 47.61167817]}",35830,47.61167817,-122.3264665
630,"{'type': 'Point', 'coordinates': [-122.31339781, 47.65443374]}",35837,47.65443374,-122.31339781
631,"{'type': 'Point', 'coordinates': [-122.31321285, 47.65436312]}",35838,47.65436312,-122.31321285
632,"{'type': 'Point', 'coordinates': [-122.31334036, 47.6564863]}",35841,47.6564863,-122.31334036
633,"{'type': 'Point', 'coordinates': [-122.31316591, 47.65648421]}",35842,47.65648421,-122.31316591
634,"{'type': 'Point', 'coordinates': [-122.31320115, 47.66216612]}",35845,47.66216612,-122.31320115
635,"{'type': 'Point', 'coordinates': [-122.31303072, 47.66216493]}",35846,47.66216493,-122.31303072
636,"{'type': 'Point', 'coordinates': [-122.31317705, 47.66400919]}",35849,47.66400919,-122.31317705
637,"{'type': 'Point', 'coordinates': [-122.3129946, 47.66399698]}",35850,47.66399698,-122.3129946
638,"{'type': 'Point', 'coordinates': [-122.34168272, 47.62632754]}",35881,47.62632754,-122.34168272
639,"{'type': 'Point', 'coordinates': [-122.34166966, 47.62619589]}",35882,47.62619589,-122.34166966
640,"{'type': 'Point', 'coordinates': [-122.33788753, 47.62564186]}",35886,47.62564186,-122.33788753
641,"{'type': 'Point', 'coordinates': [-122.33168043, 47.62602813]}",35889,47.62602813,-122.33168043
642,"{'type': 'Point', 'coordinates': [-122.33166834, 47.62591864]}",35890,47.62591864,-122.33166834
643,"{'type': 'Point', 'coordinates': [-122.34137469, 47.61214183]}",35909,47.61214183,-122.34137469
644,"{'type': 'Point', 'coordinates': [-122.35007728, 47.61375448]}",35941,47.61375448,-122.35007728
645,"{'type': 'Point', 'coordinates': [-122.34995178, 47.61367661]}",35942,47.61367661,-122.34995178
646,"{'type': 'Point', 'coordinates': [-122.34580134, 47.61706416]}",35945,47.61706416,-122.34580134
647,"{'type': 'Point', 'coordinates': [-122.34567306, 47.61698844]}",35946,47.61698844,-122.34567306
648,"{'type': 'Point', 'coordinates': [-122.3542549, 47.6203341]}",36009,47.6203341,-122.3542549
649,"{'type': 'Point', 'coordinates': [-122.35401157, 47.62033866]}",36010,47.62033866,-122.35401157
650,"{'type': 'Point', 'coordinates': [-122.35417616, 47.62499535]}",36013,47.62499535,-122.35417616
651,"{'type': 'Point', 'coordinates': [-122.35401396, 47.62499475]}",36014,47.62499475,-122.35401396
652,"{'type': 'Point', 'coordinates': [-122.33573611, 47.60231142]}",36093,47.60231142,-122.33573611
653,"{'type': 'Point', 'coordinates': [-122.33551423, 47.60234501]}",36094,47.60234501,-122.33551423
654,"{'type': 'Point', 'coordinates': [-122.33777699, 47.60456823]}",36097,47.60456823,-122.33777699
655,"{'type': 'Point', 'coordinates': [-122.33759003, 47.60464003]}",36098,47.60464003,-122.33759003
656,"{'type': 'Point', 'coordinates': [-122.33908111, 47.60597802]}",36101,47.60597802,-122.33908111
657,"{'type': 'Point', 'coordinates': [-122.3389263, 47.60605889]}",36102,47.60605889,-122.3389263
658,"{'type': 'Point', 'coordinates': [-122.34074682, 47.60780892]}",36105,47.60780892,-122.34074682
659,"{'type': 'Point', 'coordinates': [-122.34057019, 47.6079181]}",36106,47.6079181,-122.34057019
660,"{'type': 'Point', 'coordinates': [-122.34920683, 47.61369313]}",36109,47.61369313,-122.34920683
661,"{'type': 'Point', 'coordinates': [-122.34907831, 47.61380287]}",36110,47.61380287,-122.34907831
662,"{'type': 'Point', 'coordinates': [-122.35013221, 47.61425874]}",36113,47.61425874,-122.35013221
663,"{'type': 'Point', 'coordinates': [-122.35002003, 47.61435994]}",36114,47.61435994,-122.35002003
664,"{'type': 'Point', 'coordinates': [-122.3510549, 47.61480461]}",36117,47.61480461,-122.3510549
665,"{'type': 'Point', 'coordinates': [-122.35093211, 47.61489953]}",36118,47.61489953,-122.35093211
666,"{'type': 'Point', 'coordinates': [-122.35199635, 47.61536129]}",36121,47.61536129,-122.35199635
667,"{'type': 'Point', 'coordinates': [-122.35186904, 47.61545354]}",36122,47.61545354,-122.35186904
668,"{'type': 'Point', 'coordinates': [-122.35538416, 47.61733474]}",36125,47.61733474,-122.35538416
669,"{'type': 'Point', 'coordinates': [-122.35527339, 47.61746223]}",36126,47.61746223,-122.35527339
670,"{'type': 'Point', 'coordinates': [-122.3381161, 47.61585754]}",36137,47.61585754,-122.3381161
671,"{'type': 'Point', 'coordinates': [-122.33780668, 47.61585223]}",36138,47.61585223,-122.33780668
672,"{'type': 'Point', 'coordinates': [-122.33832365, 47.61711289]}",36141,47.61711289,-122.33832365
673,"{'type': 'Point', 'coordinates': [-122.33804739, 47.61715715]}",36142,47.61715715,-122.33804739
674,"{'type': 'Point', 'coordinates': [-122.34014157, 47.62803577]}",36157,47.62803577,-122.34014157
675,"{'type': 'Point', 'coordinates': [-122.33990897, 47.62805954]}",36158,47.62805954,-122.33990897
676,"{'type': 'Point', 'coordinates': [-122.34112579, 47.6388222]}",36161,47.6388222,-122.34112579
677,"{'type': 'Point', 'coordinates': [-122.34089136, 47.63886884]}",36162,47.63886884,-122.34089136
678,"{'type': 'Point', 'coordinates': [-122.32470812, 47.67943865]}",36309,47.67943865,-122.32470812
679,"{'type': 'Point', 'coordinates': [-122.32455851, 47.67943566]}",36310,47.67943566,-122.32455851
680,"{'type': 'Point', 'coordinates': [-122.32468599, 47.68015976]}",36313,47.68015976,-122.32468599
681,"{'type': 'Point', 'coordinates': [-122.32758439, 47.60176899]}",36357,47.60176899,-122.32758439
682,"{'type': 'Point', 'coordinates': [-122.32775122, 47.60165816]}",36358,47.60165816,-122.32775122
683,"{'type': 'Point', 'coordinates': [-122.31086289, 47.60797363]}",36490,47.60797363,-122.31086289
684,"{'type': 'Point', 'coordinates': [-122.30958885, 47.60808627]}",36493,47.60808627,-122.30958885
685,"{'type': 'Point', 'coordinates': [-122.30963836, 47.60796583]}",36494,47.60796583,-122.30963836
686,"{'type': 'Point', 'coordinates': [-122.32564913, 47.68003328]}",36646,47.68003328,-122.32564913
687,"{'type': 'Point', 'coordinates': [-122.32790625, 47.67823695]}",36674,47.67823695,-122.32790625
688,"{'type': 'Point', 'coordinates': [-122.32641739, 47.67867099]}",36678,47.67867099,-122.32641739
689,"{'type': 'Point', 'coordinates': [-122.3096213, 47.60623321]}",36813,47.60623321,-122.3096213
690,"{'type': 'Point', 'coordinates': [-122.30959608, 47.60611795]}",36814,47.60611795,-122.30959608
691,"{'type': 'Point', 'coordinates': [-122.32646909, 47.61415205]}",37129,47.61415205,-122.32646909
692,"{'type': 'Point', 'coordinates': [-122.32649878, 47.614026]}",37130,47.614026,-122.32649878
693,"{'type': 'Point', 'coordinates': [-122.32275387, 47.61413994]}",37133,47.61413994,-122.32275387
694,"{'type': 'Point', 'coordinates': [-122.32276436, 47.61399996]}",37134,47.61399996,-122.32276436
695,"{'type': 'Point', 'coordinates': [-122.32006021, 47.61415756]}",37137,47.61415756,-122.32006021
696,"{'type': 'Point', 'coordinates': [-122.32006191, 47.61400676]}",37138,47.61400676,-122.32006191
697,"{'type': 'Point', 'coordinates': [-122.31489633, 47.61418868]}",37141,47.61418868,-122.31489633
698,"{'type': 'Point', 'coordinates': [-122.31487795, 47.61404624]}",37142,47.61404624,-122.31487795
699,"{'type': 'Point', 'coordinates': [-122.32587891, 47.61514809]}",37174,47.61514809,-122.32587891
700,"{'type': 'Point', 'coordinates': [-122.3239188, 47.61530499]}",37177,47.61530499,-122.3239188
701,"{'type': 'Point', 'coordinates': [-122.3239332, 47.61516782]}",37178,47.61516782,-122.3239332
702,"{'type': 'Point', 'coordinates': [-122.32146768, 47.61532115]}",37181,47.61532115,-122.32146768
703,"{'type': 'Point', 'coordinates': [-122.32035445, 47.61533442]}",37185,47.61533442,-122.32035445
704,"{'type': 'Point', 'coordinates': [-122.32035615, 47.61518362]}",37186,47.61518362,-122.32035615
705,"{'type': 'Point', 'coordinates': [-122.3161558, 47.61532903]}",37189,47.61532903,-122.3161558
706,"{'type': 'Point', 'coordinates': [-122.31614397, 47.61521396]}",37190,47.61521396,-122.31614397
707,"{'type': 'Point', 'coordinates': [-122.32024972, 47.6130204]}",37437,47.6130204,-122.32024972
708,"{'type': 'Point', 'coordinates': [-122.32025835, 47.61288619]}",37438,47.61288619,-122.32025835
709,"{'type': 'Point', 'coordinates': [-122.35083983, 47.65073976]}",37821,47.65073976,-122.35083983
710,"{'type': 'Point', 'coordinates': [-122.35074352, 47.65058479]}",37822,47.65058479,-122.35074352
711,"{'type': 'Point', 'coordinates': [-122.31272946, 47.65540467]}",39293,47.65540467,-122.31272946
712,"{'type': 'Point', 'coordinates': [-122.31611873, 47.65693475]}",39329,47.65693475,-122.31611873
713,"{'type': 'Point', 'coordinates': [-122.31611823, 47.65680039]}",39330,47.65680039,-122.31611823
714,"{'type': 'Point', 'coordinates': [-122.31498874, 47.65692384]}",39333,47.65692384,-122.31498874
715,"{'type': 'Point', 'coordinates': [-122.31499025, 47.65679087]}",39334,47.65679087,-122.31499025
716,"{'type': 'Point', 'coordinates': [-122.31264593, 47.65688956]}",39337,47.65688956,-122.31264593
717,"{'type': 'Point', 'coordinates': [-122.31264522, 47.65677165]}",39338,47.65677165,-122.31264522
718,"{'type': 'Point', 'coordinates': [-122.31252473, 47.66314523]}",39485,47.66314523,-122.31252473
719,"{'type': 'Point', 'coordinates': [-122.3125302, 47.6630548]}",39486,47.6630548,-122.3125302
720,"{'type': 'Point', 'coordinates': [-122.32421297, 47.67918615]}",39945,47.67918615,-122.32421297
721,"{'type': 'Point', 'coordinates': [-122.32417528, 47.67906817]}",39946,47.67906817,-122.32417528
722,"{'type': 'Point', 'coordinates': [-122.3861429, 47.67010838]}",41030,47.67010838,-122.3861429
723,"{'type': 'Point', 'coordinates': [-122.38557075, 47.66876144]}",41721,47.66876144,-122.38557075
724,"{'type': 'Point', 'coordinates': [-122.38543758, 47.66859682]}",41722,47.66859682,-122.38543758
725,"{'type': 'Point', 'coordinates': [-122.38890795, 47.66874739]}",41725,47.66874739,-122.38890795
726,"{'type': 'Point', 'coordinates': [-122.38890666, 47.66859936]}",41726,47.66859936,-122.38890666
727,"{'type': 'Point', 'coordinates': [-122.32443261, 47.5992802]}",42961,47.5992802,-122.32443261
728,"{'type': 'Point', 'coordinates': [-122.32442919, 47.59910748]}",42962,47.59910748,-122.32442919
729,"{'type': 'Point', 'coordinates': [-122.33367756, 47.59835946]}",43053,47.59835946,-122.33367756
730,"{'type': 'Point', 'coordinates': [-122.3337043, 47.59822243]}",43054,47.59822243,-122.3337043
731,"{'type': 'Point', 'coordinates': [-122.32701506, 47.59841242]}",43057,47.59841242,-122.32701506
732,"{'type': 'Point', 'coordinates': [-122.32702152, 47.59829729]}",43058,47.59829729,-122.32702152
733,"{'type': 'Point', 'coordinates': [-122.32571811, 47.59660677]}",43118,47.59660677,-122.32571811
734,"{'type': 'Point', 'coordinates': [-122.32438225, 47.5967445]}",43121,47.5967445,-122.32438225
735,"{'type': 'Point', 'coordinates': [-122.33111008, 47.60010473]}",43193,47.60010473,-122.33111008
736,"{'type': 'Point', 'coordinates': [-122.32828771, 47.60010355]}",43197,47.60010355,-122.32828771
737,"{'type': 'Point', 'coordinates': [-122.33348247, 47.60095635]}",43905,47.60095635,-122.33348247
738,"{'type': 'Point', 'coordinates': [-122.33351818, 47.60081932]}",43906,47.60081932,-122.33351818
739,"{'type': 'Point', 'coordinates': [-122.3269687, 47.60080077]}",43910,47.60080077,-122.3269687
740,"{'type': 'Point', 'coordinates': [-122.32567765, 47.60093543]}",43913,47.60093543,-122.32567765
741,"{'type': 'Point', 'coordinates': [-122.32566813, 47.60079834]}",43914,47.60079834,-122.32566813
742,"{'type': 'Point', 'coordinates': [-122.32699474, 47.59758444]}",43941,47.59758444,-122.32699474
743,"{'type': 'Point', 'coordinates': [-122.32699509, 47.59744736]}",43942,47.59744736,-122.32699509
744,"{'type': 'Point', 'coordinates': [-122.32200565, 47.59757628]}",43945,47.59757628,-122.32200565
745,"{'type': 'Point', 'coordinates': [-122.32201036, 47.59743922]}",43946,47.59743922,-122.32201036
746,"{'type': 'Point', 'coordinates': [-122.3586498, 47.62466659]}",45973,47.62466659,-122.3586498
747,"{'type': 'Point', 'coordinates': [-122.35864292, 47.6245103]}",45974,47.6245103,-122.35864292
748,"{'type': 'Point', 'coordinates': [-122.35868143, 47.62324243]}",46082,47.62324243,-122.35868143
749,"{'type': 'Point', 'coordinates': [-122.33963732, 47.60827428]}",46245,47.60827428,-122.33963732
750,"{'type': 'Point', 'coordinates': [-122.33948143, 47.60837485]}",46246,47.60837485,-122.33948143
751,"{'type': 'Point', 'coordinates': [-122.3403749, 47.60935161]}",46250,47.60935161,-122.3403749
752,"{'type': 'Point', 'coordinates': [-122.3433515, 47.61141083]}",46253,47.61141083,-122.3433515
753,"{'type': 'Point', 'coordinates': [-122.34319932, 47.61152842]}",46254,47.61152842,-122.34319932
754,"{'type': 'Point', 'coordinates': [-122.35552377, 47.6203495]}",46257,47.6203495,-122.35552377
755,"{'type': 'Point', 'coordinates': [-122.35535352, 47.6203434]}",46258,47.6203434,-122.35535352
756,"{'type': 'Point', 'coordinates': [-122.33432548, 47.59737065]}",46409,47.59737065,-122.33432548
757,"{'type': 'Point', 'coordinates': [-122.33405798, 47.5973651]}",46410,47.5973651,-122.33405798
758,"{'type': 'Point', 'coordinates': [-122.35809952, 47.62270309]}",46457,47.62270309,-122.35809952
759,"{'type': 'Point', 'coordinates': [-122.3579536, 47.62269437]}",46458,47.62269437,-122.3579536
760,"{'type': 'Point', 'coordinates': [-122.31688577, 47.60654082]}",46725,47.60654082,-122.31688577
761,"{'type': 'Point', 'coordinates': [-122.31667498, 47.60653807]}",46726,47.60653807,-122.31667498
762,"{'type': 'Point', 'coordinates': [-122.31688559, 47.6071051]}",46729,47.6071051,-122.31688559
763,"{'type': 'Point', 'coordinates': [-122.31667478, 47.60713644]}",46730,47.60713644,-122.31667478
764,"{'type': 'Point', 'coordinates': [-122.31547518, 47.66222556]}",46765,47.66222556,-122.31547518
765,"{'type': 'Point', 'coordinates': [-122.31525714, 47.66222563]}",46766,47.66222563,-122.31525714
766,"{'type': 'Point', 'coordinates': [-122.31562933, 47.61373142]}",46917,47.61373142,-122.31562933
767,"{'type': 'Point', 'coordinates': [-122.31333738, 47.65233251]}",47213,47.65233251,-122.31333738
768,"{'type': 'Point', 'coordinates': [-122.31206204, 47.66050168]}",47225,47.66050168,-122.31206204
769,"{'type': 'Point', 'coordinates': [-122.332714, 47.60269033]}",47958,47.60269033,-122.332714
770,"{'type': 'Point', 'coordinates': [-122.33425777, 47.60404493]}",47961,47.60404493,-122.33425777
771,"{'type': 'Point', 'coordinates': [-122.33403791, 47.60412243]}",47962,47.60412243,-122.33403791
772,"{'type': 'Point', 'coordinates': [-122.33601514, 47.60626322]}",47966,47.60626322,-122.33601514
773,"{'type': 'Point', 'coordinates': [-122.33945111, 47.6097219]}",47969,47.6097219,-122.33945111
774,"{'type': 'Point', 'coordinates': [-122.33098743, 47.6004591]}",48125,47.6004591,-122.33098743
775,"{'type': 'Point', 'coordinates': [-122.38223594, 47.66837114]}",48213,47.66837114,-122.38223594
776,"{'type': 'Point', 'coordinates': [-122.38202505, 47.66825896]}",48214,47.66825896,-122.38202505
777,"{'type': 'Point', 'coordinates': [-122.38486732, 47.66819351]}",48449,47.66819351,-122.38486732
778,"{'type': 'Point', 'coordinates': [-122.38462377, 47.66817441]}",48450,47.66817441,-122.38462377
779,"{'type': 'Point', 'coordinates': [-122.38743204, 47.66909241]}",48770,47.66909241,-122.38743204
780,"{'type': 'Point', 'coordinates': [-122.34292292, 47.61348569]}",49649,47.61348569,-122.34292292
781,"{'type': 'Point', 'coordinates': [-122.3427506, 47.61361687]}",49650,47.61361687,-122.3427506
782,"{'type': 'Point', 'coordinates': [-122.34422675, 47.61426023]}",49653,47.61426023,-122.34422675
783,"{'type': 'Point', 'coordinates': [-122.34404911, 47.61438099]}",49654,47.61438099,-122.34404911
784,"{'type': 'Point', 'coordinates': [-122.34662931, 47.61569901]}",49657,47.61569901,-122.34662931
785,"{'type': 'Point', 'coordinates': [-122.34649132, 47.61581407]}",49658,47.61581407,-122.34649132
786,"{'type': 'Point', 'coordinates': [-122.33182648, 47.60505018]}",51470,47.60505018,-122.33182648
787,"{'type': 'Point', 'coordinates': [-122.33336524, 47.60639351]}",51473,47.60639351,-122.33336524
788,"{'type': 'Point', 'coordinates': [-122.33314808, 47.60648441]}",51474,47.60648441,-122.33314808
789,"{'type': 'Point', 'coordinates': [-122.33464066, 47.60781481]}",51477,47.60781481,-122.33464066
790,"{'type': 'Point', 'coordinates': [-122.33443468, 47.60790749]}",51478,47.60790749,-122.33443468
791,"{'type': 'Point', 'coordinates': [-122.33945509, 47.61261182]}",51485,47.61261182,-122.33945509
792,"{'type': 'Point', 'coordinates': [-122.34333423, 47.61489405]}",51489,47.61489405,-122.34333423
793,"{'type': 'Point', 'coordinates': [-122.34320344, 47.61503886]}",51490,47.61503886,-122.34320344
794,"{'type': 'Point', 'coordinates': [-122.34903955, 47.61906396]}",51493,47.61906396,-122.34903955
795,"{'type': 'Point', 'coordinates': [-122.34879148, 47.61914516]}",51494,47.61914516,-122.34879148
796,"{'type': 'Point', 'coordinates': [-122.3385872, 47.61328928]}",52521,47.61328928,-122.3385872
797,"{'type': 'Point', 'coordinates': [-122.33844001, 47.61341347]}",52522,47.61341347,-122.33844001
798,"{'type': 'Point', 'coordinates': [-122.34376631, 47.61635232]}",52525,47.61635232,-122.34376631
799,"{'type': 'Point', 'coordinates': [-122.3436466, 47.61647857]}",52526,47.61647857,-122.3436466
800,"{'type': 'Point', 'coordinates': [-122.34584433, 47.61758347]}",52529,47.61758347,-122.34584433
801,"{'type': 'Point', 'coordinates': [-122.34569558, 47.61769217]}",52530,47.61769217,-122.34569558
802,"{'type': 'Point', 'coordinates': [-122.34164254, 47.61624342]}",53125,47.61624342,-122.34164254
803,"{'type': 'Point', 'coordinates': [-122.34147132, 47.61637161]}",53126,47.61637161,-122.34147132
804,"{'type': 'Point', 'coordinates': [-122.34293648, 47.61700881]}",53129,47.61700881,-122.34293648
