,blockfacename,location,paidparkingarea,paidparkingsubarea,parkingcategory,parkingspacecount,parkingtimelimitcategory,sideofstreet,sourceelementkey,latitude,longitude
1239,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32255557, 47.60739467]}",First Hill,,Paid Parking,11,120.0,SE,77562,47.60739467,-122.32255557
1240,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.35290183, 47.61542497]}",Belltown,North,Paid Parking,9,240.0,NW,77569,47.61542497,-122.35290183
1241,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.35273225, 47.61532287]}",Belltown,North,Paid Parking,17,240.0,SE,77570,47.61532287,-122.35273225
1242,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35206772, 47.61606995]}",Belltown,North,Paid Parking,7,240.0,NW,77573,47.61606995,-122.35206772
1243,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35191338, 47.6159769]}",Belltown,North,Paid Parking,14,240.0,SE,77574,47.6159769,-122.35191338
1244,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33220929, 47.60447615]}",Commercial Core,Financial,Paid Parking,5,120.0,NW,77609,47.60447615,-122.33220929
1245,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.332118, 47.60437894]}",Commercial Core,Financial,Paid Parking,4,120.0,SE,77610,47.60437894,-122.332118
1246,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.3299804, 47.60541497]}",Commercial Core,Financial,Paid Parking,5,120.0,NW,77613,47.60541497,-122.3299804
1247,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.327653, 47.60626271]}",First Hill,,Paid Parking,8,120.0,SE,77618,47.60626271,-122.327653
1248,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,"{'type': 'Point', 'coordinates': [-122.34220881, 47.62670217]}",South Lake Union,North,Paid Parking,2,600.0,E,77982,47.62670217,-122.34220881
1249,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,"{'type': 'Point', 'coordinates': [-122.34242449, 47.62844616]}",South Lake Union,North,Paid Parking,6,120.0,W,77985,47.62844616,-122.34242449
1250,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,"{'type': 'Point', 'coordinates': [-122.3422055, 47.62844527]}",South Lake Union,North,Paid Parking,11,120.0,E,77986,47.62844527,-122.3422055
1251,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,"{'type': 'Point', 'coordinates': [-122.3424091, 47.63017123]}",South Lake Union,North,Paid Parking,5,120.0,W,77989,47.63017123,-122.3424091
1252,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,"{'type': 'Point', 'coordinates': [-122.34219059, 47.63011566]}",South Lake Union,North,Paid Parking,6,120.0,E,77990,47.63011566,-122.34219059
1253,DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,"{'type': 'Point', 'coordinates': [-122.34240192, 47.63099759]}",South Lake Union,North,Paid Parking,9,120.0,W,77993,47.63099759,-122.34240192
1254,DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,"{'type': 'Point', 'coordinates': [-122.34218322, 47.63096125]}",South Lake Union,North,Paid Parking,8,120.0,E,77994,47.63096125,-122.34218322
1255,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,"{'type': 'Point', 'coordinates': [-122.3534781, 47.61808068]}",Belltown,North,Paid Parking,9,240.0,NW,78041,47.61808068,-122.3534781
1256,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,"{'type': 'Point', 'coordinates': [-122.35332597, 47.61798174]}",Belltown,North,Paid Parking,6,240.0,SE,78042,47.61798174,-122.35332597
1257,EASTLAKE AVE BETWEEN HOWELL ST AND DENNY LOWER WAY,"{'type': 'Point', 'coordinates': [-122.32926153, 47.61818495]}",Denny Triangle,North,Paid Parking,3,240.0,W,78065,47.61818495,-122.32926153
1258,EASTLAKE AVE E BETWEEN DENNY LOWER WAY AND STEWART ST,"{'type': 'Point', 'coordinates': [-122.32925328, 47.61913534]}",South Lake Union,South,Paid Parking,16,600.0,W,78069,47.61913534,-122.32925328
1259,EASTLAKE AVE E BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.32928164, 47.62369838]}",South Lake Union,South,Restricted Parking Zone,9,120.0,W,78073,47.62369838,-122.32928164
1260,ELLIOTT AVE BETWEEN PINE ST AND DEAD END,"{'type': 'Point', 'coordinates': [-122.34363822, 47.60932048]}",Commercial Core,Waterfront,Paid Parking,17,240.0,NE,78114,47.60932048,-122.34363822
1261,ELLIOTT AVE BETWEEN WALL ST AND VINE ST,"{'type': 'Point', 'coordinates': [-122.35100449, 47.6135763]}",Belltown,North,Paid Parking,10,240.0,SW,78117,47.6135763,-122.35100449
1262,ELLIOTT AVE BETWEEN WALL ST AND VINE ST,"{'type': 'Point', 'coordinates': [-122.35084742, 47.61370194]}",Belltown,North,Paid Parking,7,240.0,NE,78118,47.61370194,-122.35084742
1263,ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,"{'type': 'Point', 'coordinates': [-122.35269231, 47.61478184]}",Belltown,North,Paid Parking,9,240.0,NE,78122,47.61478184,-122.35269231
1264,HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.33778888, 47.62211282]}",South Lake Union,South,Paid Parking,3,120.0,N,78701,47.62211282,-122.33778888
1265,HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.33776987, 47.62196471]}",South Lake Union,South,Paid Parking,2,120.0,S,78702,47.62196471,-122.33776987
1266,HARRISON ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,"{'type': 'Point', 'coordinates': [-122.33513202, 47.62209926]}",South Lake Union,South,Paid Parking,8,600.0,N,78705,47.62209926,-122.33513202
1267,HARRISON ST BETWEEN AURORA AVE N AND DEXTER AVE N,"{'type': 'Point', 'coordinates': [-122.34302665, 47.62214055]}",South Lake Union,South,Paid Parking,6,600.0,N,78781,47.62214055,-122.34302665
1268,HOWELL ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.33191225, 47.6158947]}",Denny Triangle,North,Paid Parking,9,240.0,NW,78933,47.6158947,-122.33191225
1269,HOWELL ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.33181854, 47.61578417]}",Denny Triangle,North,Paid Parking,6,240.0,SE,78934,47.61578417,-122.33181854
1270,HOWELL ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.33105726, 47.61655931]}",Denny Triangle,North,Paid Parking,5,240.0,NW,78937,47.61655931,-122.33105726
1271,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32356438, 47.60501562]}",First Hill,,Restricted Parking Zone,4,120.0,SE,79014,47.60501562,-122.32356438
1272,JOHN ST BETWEEN 6TH AVE N AND 7TH SB AVE N,"{'type': 'Point', 'coordinates': [-122.34440288, 47.61980996]}",Uptown Triangle,,Paid Parking,3,600.0,N,79021,47.61980996,-122.34440288
1273,JOHN ST BETWEEN 6TH AVE N AND 7TH SB AVE N,"{'type': 'Point', 'coordinates': [-122.34443042, 47.61964557]}",Uptown Triangle,,Paid Parking,6,600.0,S,79022,47.61964557,-122.34443042
1274,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,"{'type': 'Point', 'coordinates': [-122.33362811, 47.61973194]}",South Lake Union,South,Restricted Parking Zone,7,120.0,N,79029,47.61973194,-122.33362811
1275,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,"{'type': 'Point', 'coordinates': [-122.33361665, 47.61959484]}",South Lake Union,South,Restricted Parking Zone,9,120.0,S,79030,47.61959484,-122.33361665
1276,JOHN ST BETWEEN MINOR AVE N AND PONTIUS E AVE N,"{'type': 'Point', 'coordinates': [-122.33257278, 47.61973707]}",South Lake Union,South,Restricted Parking Zone,9,120.0,N,79033,47.61973707,-122.33257278
1277,JOHN ST BETWEEN MINOR AVE N AND PONTIUS E AVE N,"{'type': 'Point', 'coordinates': [-122.33261027, 47.61959441]}",South Lake Union,South,Restricted Parking Zone,9,120.0,S,79034,47.61959441,-122.33261027
1278,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.3297911, 47.61975161]}",South Lake Union,South,Paid Parking,8,120.0,N,79041,47.61975161,-122.3297911
1279,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.32987656, 47.61960575]}",South Lake Union,South,Paid Parking,7,120.0,S,79042,47.61960575,-122.32987656
1280,LENORA ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34256616, 47.61278643]}",Belltown,South,Paid Parking,3,30.0,SE,79354,47.61278643,-122.34256616
1281,LENORA ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.34170472, 47.61344824]}",Belltown,South,Paid Parking,8,120.0,SE,79358,47.61344824,-122.34170472
1282,LENORA ST BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.33913495, 47.6154348]}",Denny Triangle,South,Paid Parking,3,120.0,SE,79362,47.6154348,-122.33913495
1283,LENORA ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.33668489, 47.61755058]}",Denny Triangle,North,Paid Parking,5,240.0,NW,79365,47.61755058,-122.33668489
1284,MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33770957, 47.60401219]}",Commercial Core,Waterfront,Paid Parking,7,120.0,SE,79558,47.60401219,-122.33770957
1285,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33452079, 47.60534625]}",Commercial Core,Financial,Carpool Parking,5,120.0,SE,79566,47.60534625,-122.33452079
1286,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33230366, 47.60627351]}",Commercial Core,Financial,Paid Parking,7,120.0,SE,79570,47.60627351,-122.33230366
1287,MADISON ST BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.33009557, 47.60718121]}",Commercial Core,Financial,Carpool Parking,11,120.0,SE,79574,47.60718121,-122.33009557
1288,MADISON ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32566552, 47.60904037]}",First Hill,,Paid Parking,9,120.0,SE,79578,47.60904037,-122.32566552
1289,MARION ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33392185, 47.60474615]}",Commercial Core,Financial,Carpool Parking,6,120.0,NW,79649,47.60474615,-122.33392185
1290,MARION ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.33061193, 47.6061335]}",Commercial Core,Financial,Paid Parking,7,120.0,NW,79653,47.6061335,-122.33061193
1291,MARION ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.33051509, 47.6060354]}",Commercial Core,Financial,Paid Parking,9,120.0,SE,79654,47.6060354,-122.33051509
1292,MARION ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.32842887, 47.60705621]}",First Hill,,Paid Parking,4,120.0,NW,79657,47.60705621,-122.32842887
1293,MARION ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.32827966, 47.60696067]}",First Hill,,Paid Parking,8,120.0,SE,79658,47.60696067,-122.32827966
1294,MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.32498811, 47.59874797]}",Chinatown/ID,Edge,Paid Parking,4,120.0,E,79674,47.59874797,-122.32498811
1295,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,"{'type': 'Point', 'coordinates': [-122.32516176, 47.5979094]}",Chinatown/ID,Core,Paid Parking,5,120.0,W,79677,47.5979094,-122.32516176
1296,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,"{'type': 'Point', 'coordinates': [-122.32495913, 47.59790356]}",Chinatown/ID,Core,Paid Parking,4,120.0,E,79678,47.59790356,-122.32495913
1297,MAYNARD AVE S BETWEEN S LANE ST AND S DEARBORN ST,"{'type': 'Point', 'coordinates': [-122.32515195, 47.59626866]}",Chinatown/ID,Edge,Paid Parking,6,120.0,W,79681,47.59626866,-122.32515195
1298,MELROSE AVE BETWEEN PIKE ST AND PINE ST,"{'type': 'Point', 'coordinates': [-122.3279937, 47.61473559]}",Pike-Pine,,Paid Parking,8,120.0,W,79741,47.61473559,-122.3279937
1299,MELROSE AVE BETWEEN PIKE ST AND PINE ST,"{'type': 'Point', 'coordinates': [-122.32780973, 47.61459125]}",Pike-Pine,,Paid Parking,6,120.0,E,79742,47.61459125,-122.32780973
1300,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,"{'type': 'Point', 'coordinates': [-122.35604183, 47.62465595]}",Uptown,Core,Paid Parking,3,120.0,N,79765,47.62465595,-122.35604183
1301,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,"{'type': 'Point', 'coordinates': [-122.35605718, 47.62450385]}",Uptown,Core,Paid Parking,9,120.0,S,79766,47.62450385,-122.35605718
1302,MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,"{'type': 'Point', 'coordinates': [-122.33917374, 47.62446547]}",South Lake Union,South,Paid Parking,2,120.0,S,79778,47.62446547,-122.33917374
1303,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,"{'type': 'Point', 'coordinates': [-122.33239874, 47.62431963]}",South Lake Union,South,Restricted Parking Zone,4,120.0,N,79785,47.62431963,-122.33239874
1304,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,"{'type': 'Point', 'coordinates': [-122.33237992, 47.62421002]}",South Lake Union,South,Restricted Parking Zone,6,120.0,S,79786,47.62421002,-122.33237992
1305,MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.32982852, 47.62432634]}",South Lake Union,South,Restricted Parking Zone,6,120.0,N,79789,47.62432634,-122.32982852
1306,MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.32980982, 47.62423318]}",South Lake Union,South,Restricted Parking Zone,9,120.0,S,79790,47.62423318,-122.32980982
1307,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.32573646, 47.61157561]}",First Hill,,Restricted Parking Zone,8,120.0,SW,79881,47.61157561,-122.32573646
1308,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.32559852, 47.61163327]}",First Hill,,Paid Parking,4,120.0,NE,79882,47.61163327,-122.32559852
1309,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,"{'type': 'Point', 'coordinates': [-122.32652887, 47.61240712]}",First Hill,,Restricted Parking Zone,7,120.0,SW,79885,47.61240712,-122.32652887
1310,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,"{'type': 'Point', 'coordinates': [-122.3263733, 47.61247157]}",First Hill,,Restricted Parking Zone,8,120.0,NE,79886,47.61247157,-122.3263733
1311,MINOR AVE BETWEEN OLIVE WAY AND HOWELL ST,"{'type': 'Point', 'coordinates': [-122.33001488, 47.61645359]}",Denny Triangle,North,Paid Parking,5,240.0,NE,79890,47.61645359,-122.33001488
1312,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,"{'type': 'Point', 'coordinates': [-122.33338994, 47.59675354]}",Pioneer Square,Edge,Paid Parking,7,120.0,W,80001,47.59675354,-122.33338994
1313,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,"{'type': 'Point', 'coordinates': [-122.33312244, 47.59675299]}",Pioneer Square,Edge,Paid Parking,4,30.0,E,80002,47.59675299,-122.33312244
1314,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.33581204, 47.61341115]}",Commercial Core,Retail,Paid Parking,5,120.0,NW,80017,47.61341115,-122.33581204
1315,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,"{'type': 'Point', 'coordinates': [-122.3346818, 47.61387948]}",Commercial Core,Retail,Paid Parking,5,120.0,NW,80021,47.61387948,-122.3346818
1316,PIKE ST BETWEEN ELLIOTT AVE AND ELLIOTT ER AVE,"{'type': 'Point', 'coordinates': [-122.34217738, 47.60818179]}",Commercial Core,Waterfront,Paid Parking,8,240.0,NW,80177,47.60818179,-122.34217738
1317,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,"{'type': 'Point', 'coordinates': [-122.32836673, 47.6137818]}",Pike-Pine,,Paid Parking,3,120.0,NW,80185,47.6137818,-122.32836673
1318,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,"{'type': 'Point', 'coordinates': [-122.32826775, 47.61364267]}",Pike-Pine,,Paid Parking,2,120.0,SE,80186,47.61364267,-122.32826775
1319,PINE ST BETWEEN ALASKAN E RDWY WAY AND ELLIOTT AVE,"{'type': 'Point', 'coordinates': [-122.34348255, 47.60881292]}",Commercial Core,Waterfront,Paid Parking,4,240.0,NW,80193,47.60881292,-122.34348255
1320,PINE ST BETWEEN ALASKAN E RDWY WAY AND ELLIOTT AVE,"{'type': 'Point', 'coordinates': [-122.34332117, 47.60873185]}",Commercial Core,Waterfront,Paid Parking,9,240.0,SE,80194,47.60873185,-122.34332117
1321,PINE ST BETWEEN PIKE PL AND POST AL,"{'type': 'Point', 'coordinates': [-122.34155327, 47.6094665]}",Commercial Core,Waterfront,Paid Parking,2,120.0,SE,80198,47.6094665,-122.34155327
1322,PINE ST BETWEEN MINOR AVE AND MELROSE AVE,"{'type': 'Point', 'coordinates': [-122.32824671, 47.61502207]}",Pike-Pine,,Paid Parking,5,120.0,SE,80222,47.61502207,-122.32824671
1323,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.35682373, 47.62035603]}",Uptown,Edge,Paid Parking,15,240.0,W,80273,47.62035603,-122.35682373
1324,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.35666155, 47.62035414]}",Uptown,Edge,Paid Parking,12,240.0,E,80274,47.62035414,-122.35666155
1325,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.35681515, 47.62150584]}",Uptown,Edge,Paid Parking,9,240.0,W,80277,47.62150584,-122.35681515
1326,QUEEN ANNE AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.35665297, 47.62150252]}",Uptown,Edge,Paid Parking,12,240.0,E,80278,47.62150252,-122.35665297
1327,REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,"{'type': 'Point', 'coordinates': [-122.35475321, 47.62333764]}",Uptown,Edge,Paid Parking,6,240.0,N,80537,47.62333764,-122.35475321
1328,REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,"{'type': 'Point', 'coordinates': [-122.35471799, 47.62319221]}",Uptown,Edge,Paid Parking,9,240.0,S,80538,47.62319221,-122.35471799
1329,REPUBLICAN ST BETWEEN 4TH AVE N AND 5TH AVE N,"{'type': 'Point', 'coordinates': [-122.34824461, 47.62332775]}",Uptown,Edge,Paid Parking,8,240.0,N,80541,47.62332775,-122.34824461
1330,REPUBLICAN ST BETWEEN 4TH AVE N AND 5TH AVE N,"{'type': 'Point', 'coordinates': [-122.34834833, 47.6232061]}",Uptown,Edge,Paid Parking,10,240.0,S,80542,47.6232061,-122.34834833
1331,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,"{'type': 'Point', 'coordinates': [-122.34042507, 47.62328513]}",South Lake Union,South,Paid Parking,5,120.0,N,80545,47.62328513,-122.34042507
1332,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,"{'type': 'Point', 'coordinates': [-122.33914163, 47.62315969]}",South Lake Union,South,Paid Parking,4,120.0,S,80550,47.62315969,-122.33914163
1333,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,"{'type': 'Point', 'coordinates': [-122.33233929, 47.62317542]}",South Lake Union,South,Restricted Parking Zone,3,120.0,N,80553,47.62317542,-122.33233929
1334,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,"{'type': 'Point', 'coordinates': [-122.33234469, 47.62306574]}",South Lake Union,South,Restricted Parking Zone,6,120.0,S,80554,47.62306574,-122.33234469
1335,ROOSEVELT WAY NE BETWEEN NE 42ND S ST AND NE 42ND N ST,"{'type': 'Point', 'coordinates': [-122.31771051, 47.65792032]}",University District,Edge,Paid Parking,7,240.0,E,80570,47.65792032,-122.31771051
1336,ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,"{'type': 'Point', 'coordinates': [-122.31728206, 47.6745558]}",Roosevelt,,Paid Parking,10,240.0,E,80594,47.6745558,-122.31728206
1337,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,"{'type': 'Point', 'coordinates': [-122.31744955, 47.6762023]}",Roosevelt,,Paid Parking,4,240.0,W,80597,47.6762023,-122.31744955
1338,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,"{'type': 'Point', 'coordinates': [-122.31727526, 47.67622118]}",Roosevelt,,Paid Parking,8,240.0,E,80598,47.67622118,-122.31727526
1339,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,"{'type': 'Point', 'coordinates': [-122.35477396, 47.62551026]}",Uptown,Edge,Paid Parking,10,240.0,N,80641,47.62551026,-122.35477396
1340,ROY ST BETWEEN NOB HILL AVE N AND 4TH AVE N,"{'type': 'Point', 'coordinates': [-122.3495519, 47.62549076]}",Uptown,Edge,Paid Parking,9,240.0,N,80645,47.62549076,-122.3495519
1341,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.38270588, 47.66821371]}",Ballard,Edge,Paid Parking,9,240.0,SW,80657,47.66821371,-122.38270588
1342,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.38264096, 47.66839189]}",Ballard,Edge,Paid Parking,15,240.0,NE,80658,47.66839189,-122.38264096
1343,SENECA ST BETWEEN WESTERN AVE AND POST AVE,"{'type': 'Point', 'coordinates': [-122.33831778, 47.60572997]}",Commercial Core,Waterfront,Paid Parking,3,120.0,SE,80730,47.60572997,-122.33831778
1344,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32704785, 47.61059363]}",First Hill,,Restricted Parking Zone,6,120.0,NW,80741,47.61059363,-122.32704785
1345,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.3269907, 47.61045314]}",First Hill,,Paid Parking,9,120.0,SE,80742,47.61045314,-122.3269907
1346,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,"{'type': 'Point', 'coordinates': [-122.32480955, 47.61151365]}",First Hill,,Paid Parking,4,120.0,NW,80745,47.61151365,-122.32480955
1347,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,"{'type': 'Point', 'coordinates': [-122.32471144, 47.6114064]}",First Hill,,Restricted Parking Zone,7,120.0,SE,80746,47.6114064,-122.32471144
1348,SPRING ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33844059, 47.60482919]}",Commercial Core,Waterfront,Carpool Parking,3,120.0,NW,80829,47.60482919,-122.33844059
